insee,name,density,x,y
02200,Clermont-les-Fermes,13,3.94,49.66
02201,Coeuvres-et-Valsery,37,3.15,49.33
02203,Coincy,76,3.44,49.16
02204,Coingt,10,4.10,49.79
02205,Colligis-Crandelain,28,3.63,49.47
02206,Colonfay,25,3.71,49.86
02207,Commenchon,62,3.15,49.64
02208,Concevreux,21,3.79,49.38
02209,Condé-en-Brie,144,3.56,49.00
02210,Condé-sur-Aisne,108,3.47,49.40
02211,Condé-sur-Suippe,38,3.95,49.41
02212,Condren,127,3.28,49.64
02213,Connigis,58,3.53,49.04
02214,Contescourt,19,3.23,49.79
02215,Corbeny,49,3.83,49.46
02216,Corcy,44,3.20,49.25
02217,Coucy-le-Château-Auffrique,92,3.32,49.52
02218,Coucy-lès-Eppes,99,3.78,49.56
02219,Coucy-la-Ville,35,3.34,49.54
02220,Coulonges-Cohan,15,3.63,49.20
02221,Coupru,25,3.27,49.03
02222,Courbes,10,3.46,49.68
02223,Courboin,21,3.51,49.00
02224,Courcelles-sur-Vesle,41,3.58,49.35
02225,Courchamps,35,3.26,49.12
02226,Courmelles,254,3.30,49.34
02227,Courmont,12,3.58,49.14
02228,Courtemont-Varennes,48,3.54,49.07
02229,Courtrizy-et-Fussigny,15,3.79,49.51
02230,Couvrelles,26,3.48,49.33
02231,Couvron-et-Aumencourt,86,3.52,49.65
02232,Coyolles,16,3.01,49.21
02233,Cramaille,16,3.45,49.23
02234,Craonne,9,3.79,49.45
02235,Craonnelle,18,3.78,49.43
02236,Crécy-au-Mont,26,3.31,49.48
02237,Crécy-sur-Serre,82,3.62,49.70
02238,Crépy,70,3.51,49.61
02239,Crézancy,161,3.51,49.04
02240,Croix-Fonsomme,24,3.39,49.93
02241,La Croix-sur-Ourcq,12,3.35,49.16
02242,Crouttes-sur-Marne,148,3.25,48.98
02243,Crouy,270,3.37,49.41
02244,Crupilly,21,3.75,49.93
02245,Cuffies,357,3.32,49.41
02246,Cugny,63,3.15,49.70
02248,Cuirieux,25,3.82,49.68
02249,Cuiry-Housse,13,3.49,49.29
02250,Cuiry-lès-Chaudardes,15,3.76,49.39
02251,Cuiry-lès-Iviers,7,4.11,49.77
02252,Cuissy-et-Geny,12,3.71,49.40
02253,Cuisy-en-Almont,36,3.25,49.42
02254,Cutry,25,3.19,49.34
02255,Cys-la-Commune,34,3.57,49.38
02256,Dagny-Lambercy,14,4.04,49.77
02257,Dallon,70,3.23,49.82
02258,Dammard,51,3.18,49.15
02259,Dampleux,51,3.14,49.24
02260,Danizy,132,3.40,49.67
02261,Dercy,34,3.68,49.71
02262,Deuillet,62,3.36,49.63
02263,Dhuizel,17,3.61,49.36
02264,Dizy-le-Gros,39,4.01,49.64
02265,Dohis,12,4.14,49.77
02266,Dolignon,16,4.09,49.73
02267,Dommiers,40,3.22,49.33
02268,Domptin,146,3.27,49.02
02269,Dorengt,15,3.70,49.97
02270,Douchy,30,3.13,49.79
02271,Dravegny,10,3.64,49.24
02272,Droizy,13,3.39,49.28
02273,Dury,26,3.13,49.75
02274,Ébouleau,16,3.88,49.68
02275,Effry,124,3.99,49.92
02276,Englancourt,17,3.81,49.93
02277,Épagny,30,3.25,49.47
02278,Éparcy,6,4.07,49.89
02279,Épaux-Bézu,30,3.35,49.10
02280,Épieds,21,3.45,49.10
02281,L'Épine-aux-Bois,21,3.44,48.90
02282,Eppes,53,3.74,49.55
02283,Erlon,33,3.71,49.73
02284,Erloy,12,3.84,49.92
02286,Esquéhéries,52,3.75,49.98
02287,Essigny-le-Grand,81,3.27,49.77
02288,Essigny-le-Petit,84,3.37,49.90
02289,Essises,59,3.41,48.97
02290,Essômes-sur-Marne,97,3.34,49.03
02291,Estrées,60,3.28,49.97
02292,Étampes-sur-Marne,506,3.42,49.03
02293,Étaves-et-Bocquiaux,43,3.45,49.93
02294,Étouvelles,92,3.58,49.52
02295,Étréaupont,53,3.92,49.90
02296,Étreillers,138,3.16,49.83
02297,Étrépilly,18,3.35,49.08
02298,Étreux,143,3.66,50.00
02299,Évergnicourt,63,4.04,49.46
02301,Faucoucourt,41,3.47,49.53
02302,Faverolles,23,3.18,49.23
02303,Fayet,115,3.25,49.87
02304,La Fère,443,3.37,49.67
02305,Fère-en-Tardenois,156,3.51,49.19
02306,La Ferté-Chevresis,24,3.55,49.74
02307,La Ferté-Milon,120,3.14,49.18
02308,Fesmy-le-Sart,32,3.70,50.05
02309,Festieux,97,3.76,49.53
02310,Fieulaine,36,3.45,49.90
02311,Filain,28,3.56,49.45
02312,La Flamengrie,43,3.93,50.00
02313,Flavigny-le-Grand-et-Beaurain,35,3.67,49.89
02315,Flavy-le-Martel,127,3.19,49.71
02316,Fleury,20,3.16,49.27
02317,Fluquières,41,3.16,49.80
02318,Folembray,161,3.29,49.55
02319,Fonsomme,55,3.40,49.90
02320,Fontaine-lès-Clercs,53,3.21,49.81
02321,Fontaine-lès-Vervins,49,3.91,49.85
02322,Fontaine-Notre-Dame,33,3.42,49.88
02323,Fontaine-Uterte,22,3.37,49.93
02324,Fontenelle,27,3.84,50.03
02325,Fontenelle-en-Brie,27,3.49,48.92
02326,Fontenoy,54,3.19,49.41
02327,Foreste,36,3.10,49.81
02328,Fossoy,79,3.48,49.05
02329,Fourdrain,44,3.46,49.62
02330,Francilly-Selency,82,3.23,49.85
02331,Franqueville,42,3.80,49.82
02332,Fresnes-en-Tardenois,29,3.55,49.14
02333,Fresnes,22,3.37,49.55
02334,Fresnoy-le-Grand,202,3.42,49.95
02335,Fressancourt,82,3.43,49.63
02336,Frières-Faillouël,66,3.24,49.68
02337,Froidestrées,42,3.91,49.94
02338,Froidmont-Cohartille,28,3.72,49.68
02339,Gandelu,68,3.18,49.08
02340,Gauchy,858,3.29,49.82
02341,Gercy,46,3.87,49.82
02342,Gergny,25,3.93,49.93
02343,Germaine,15,3.12,49.81
02344,Gernicourt,6,3.86,49.40
02345,Gibercourt,17,3.28,49.74
02346,Gizy,66,3.77,49.61
02347,Gland,84,3.46,49.06
02348,Glennes,27,3.72,49.35
02349,Goudelancourt-lès-Berrieux,10,3.86,49.49
02350,Goudelancourt-lès-Pierrepont,18,3.85,49.68
02351,Goussancourt,14,3.66,49.16
02352,Gouy,33,3.26,50.00
02353,Grandlup-et-Fay,15,3.74,49.65
02354,Grandrieux,21,4.19,49.73
02355,Gricourt,94,3.24,49.89
02356,Grisolles,18,3.37,49.13
02357,Gronard,11,3.88,49.80
02358,Grougis,34,3.53,49.95
02359,Grugies,229,3.27,49.81
02360,Guignicourt,122,3.96,49.44
02361,Guise,321,3.62,49.90
02362,Guivry,37,3.12,49.65
02363,Guny,49,3.26,49.51
02364,Guyencourt,52,3.84,49.36
02366,Hannapes,33,3.61,49.98
02367,Happencourt,28,3.18,49.78
02368,Haramont,49,3.03,49.29
02369,Harcigny,33,3.98,49.80
02370,Hargicourt,70,3.19,49.97
02371,Harly,449,3.34,49.84
02372,Hartennes-et-Taux,58,3.36,49.28
02373,Hary,20,3.92,49.80
02374,Lehaucourt,99,3.28,49.91
02375,Hautevesnes,22,3.23,49.11
02376,Hauteville,23,3.52,49.89
02377,Haution,16,3.83,49.87
02378,La Hérie,36,4.04,49.88
02379,Le Hérie-la-Viéville,26,3.65,49.82
02380,Hinacourt,10,3.29,49.75
02381,Hirson,277,4.10,49.94
02382,Holnon,222,3.20,49.86
02383,Homblières,105,3.37,49.86
02384,Houry,16,3.85,49.79
02385,Housset,13,3.70,49.80
02386,Iron,24,3.67,49.95
02387,Itancourt,153,3.35,49.80
02388,Iviers,29,4.14,49.79
02389,Jaulgonne,374,3.53,49.09
02390,Jeancourt,45,3.15,49.93
02391,Jeantes,14,4.07,49.81
02392,Joncourt,44,3.30,49.96
02393,Jouaignes,20,3.53,49.29
02395,Jumencourt,25,3.35,49.51
02396,Jumigny,26,3.72,49.41
02397,Jussy,92,3.24,49.72
02398,Juvigny,21,3.32,49.45
02399,Juvincourt-et-Damary,18,3.89,49.45
02400,Laffaux,22,3.43,49.45
02401,Laigny,20,3.86,49.86
02402,Lanchy,14,3.07,49.83
02403,Landifay-et-Bertaignemont,15,3.60,49.83
02404,Landouzy-la-Cour,19,3.99,49.84
02405,Landouzy-la-Ville,36,4.05,49.86
02406,Landricourt,22,3.37,49.51
02407,Laniscourt,56,3.53,49.55
02408,Laon,603,3.62,49.57
02409,Lappion,13,3.96,49.59
02410,Largny-sur-Automne,27,3.05,49.26
02411,Latilly,23,3.31,49.15
02412,Launoy,11,3.41,49.26
02413,Laval-en-Laonnois,57,3.59,49.50
02414,Lavaqueresse,48,3.72,49.95
02415,Laversine,23,3.15,49.35
02416,Lemé,39,3.76,49.84
02417,Lempire,40,3.17,49.99
02418,Lerzy,19,3.88,49.95
02419,Leschelle,20,3.78,49.96
02420,Lesdins,79,3.31,49.90
02421,Lesges,12,3.50,49.31
02422,Lesquielles-Saint-Germain,51,3.63,49.93
02423,Leuilly-sous-Coucy,31,3.35,49.47
02424,Leury,29,3.34,49.43
02425,Leuze,16,4.17,49.86
02426,Levergies,75,3.31,49.93
02427,Lhuys,30,3.54,49.27
02428,Licy-Clignon,20,3.26,49.10
02429,Lierval,30,3.62,49.49
02430,Liesse-Notre-Dame,132,3.82,49.61
02431,Liez,77,3.30,49.69
02432,Limé,34,3.56,49.32
02433,Lislet,30,4.02,49.68
02434,Lizy,73,3.48,49.51
02435,Logny-lès-Aubenton,10,4.22,49.83
02438,Longpont,27,3.22,49.28
02439,Longueval-Barbonval,56,3.66,49.36
02440,Lor,17,4.06,49.53
02441,Louâtre,19,3.24,49.25
02442,Loupeigne,12,3.53,49.24
02443,Lucy-le-Bocage,24,3.28,49.06
02444,Lugny,24,3.81,49.78
02445,Luzoir,27,3.96,49.93
02446,Ly-Fontaine,38,3.31,49.73
02447,Maast-et-Violaine,14,3.46,49.29
02448,Mâchecourt,12,3.84,49.65
02449,Macogny,13,3.22,49.16
02450,Macquigny,19,3.57,49.87
02451,Magny-la-Fosse,35,3.28,49.94
02452,Maissemy,30,3.19,49.89
02453,Maizy,61,3.72,49.38
02454,La Malmaison,16,4.00,49.52
02455,Malzy,18,3.73,49.92
02456,Manicamp,31,3.18,49.56
02457,Marchais,25,3.82,49.58
02458,Marchais-en-Brie,22,3.49,48.89
02459,Marcy,23,3.41,49.85
02460,Marcy-sous-Marle,50,3.73,49.75
02461,Marest-Dampcourt,42,3.15,49.59
02462,Mareuil-en-Dôle,30,3.56,49.24
02463,Marfontaine,9,3.76,49.81
02464,Margival,65,3.41,49.43
02465,Marigny-en-Orxois,30,3.22,49.05
02466,Marizy-Sainte-Geneviève,17,3.20,49.18
02467,Marizy-Saint-Mard,12,3.23,49.18
02468,Marle,171,3.76,49.75
02469,Marly-Gomont,34,3.78,49.89
02470,Martigny,26,4.13,49.87
02471,Martigny-Courpierre,27,3.69,49.49
02472,Mauregny-en-Haye,43,3.80,49.54
02473,Mayot,56,3.40,49.71
02474,Mennessis,81,3.27,49.69
02475,Menneville,56,4.01,49.43
02476,Mennevret,54,3.56,49.99
02477,Mercin-et-Vaux,122,3.27,49.37
02478,Merlieux-et-Fouquerolles,48,3.50,49.51
02479,Merval,28,3.70,49.34
02480,Mesbrecourt-Richecourt,33,3.54,49.71
02481,Mesnil-Saint-Laurent,83,3.36,49.83
02482,Meurival,18,3.76,49.36
02483,Mézières-sur-Oise,56,3.39,49.79
02484,Mézy-Moulins,117,3.51,49.06
02485,Missy-aux-Bois,37,3.25,49.34
02486,Missy-lès-Pierrepont,17,3.78,49.63
02487,Missy-sur-Aisne,207,3.44,49.39
02488,Molain,81,3.53,50.03
02489,Molinchart,73,3.54,49.56
02490,Monampteuil,23,3.57,49.48
02491,Monceau-le-Neuf-et-Faucouzy,17,3.63,49.78
02492,Monceau-lès-Leups,35,3.48,49.66
02493,Monceau-le-Waast,42,3.72,49.62
02494,Monceau-sur-Oise,19,3.70,49.91
02495,Mondrepuis,49,4.05,49.96
02496,Monnes,25,3.23,49.15
02497,Mons-en-Laonnois,293,3.55,49.54
02498,Montaigu,32,3.84,49.55
02499,Montbavin,9,3.51,49.53
02500,Montbrehain,84,3.36,49.96
02501,Montchâlons,9,3.73,49.51
02502,Montcornet,260,4.03,49.69
02503,Mont-d'Origny,65,3.53,49.85
02504,Montescourt-Lizerolles,268,3.26,49.74
02505,Montfaucon,13,3.43,48.95
02506,Montgobert,18,3.17,49.29
02507,Montgru-Saint-Hilaire,11,3.33,49.18
02508,Monthenault,47,3.66,49.49
02509,Monthiers,20,3.29,49.11
02510,Monthurel,38,3.55,49.03
02511,Montigny-en-Arrouaise,31,3.48,49.91
02512,Montigny-l'Allier,27,3.11,49.12
02513,Montigny-le-Franc,16,3.92,49.69
02514,Montigny-Lengrain,60,3.10,49.37
02515,Montigny-lès-Condé,16,3.57,48.98
02516,Montigny-sous-Marle,9,3.80,49.74
02517,Montigny-sur-Crécy,38,3.58,49.71
02518,Montlevon,12,3.52,48.96
02519,Montloué,11,4.06,49.67
02520,Mont-Notre-Dame,72,3.58,49.29
02521,Montreuil-aux-Lions,107,3.20,49.03
02522,Mont-Saint-Jean,20,4.21,49.79
02523,Mont-Saint-Martin,15,3.64,49.27
02524,Mont-Saint-Père,65,3.48,49.08
02525,Morcourt,98,3.33,49.88
02526,Morgny-en-Thiérache,15,4.08,49.75
02527,Morsain,29,3.19,49.46
02528,Mortefontaine,21,3.08,49.34
02529,Mortiers,31,3.66,49.69
02530,Moulins,59,3.68,49.42
02531,Moussy-Verneuil,20,3.64,49.41
02532,Moÿ-de-l'Aisne,156,3.35,49.75
02533,Muret-et-Crouttes,25,3.43,49.28
02534,Muscourt,24,3.74,49.36
02535,Nampcelles-la-Cour,12,4.00,49.78
02536,Nampteuil-sous-Muret,28,3.43,49.31
02537,Nanteuil-la-Fosse,23,3.45,49.43
02538,Nanteuil-Notre-Dame,17,3.41,49.19
02539,Nauroy,114,3.26,49.95
02540,Nesles-la-Montagne,71,3.45,49.00
02541,Neufchâtel-sur-Aisne,141,4.02,49.44
02542,Neuflieux,51,3.16,49.62
02543,Neuilly-Saint-Front,121,3.26,49.16
02544,Neuve-Maison,71,4.04,49.93
02545,La Neuville-Bosmont,19,3.83,49.71
02546,La Neuville-en-Beine,50,3.16,49.68
02547,La Neuville-Housset,12,3.73,49.79
02548,La Neuville-lès-Dorengt,36,3.69,49.98
02549,Neuville-Saint-Amand,107,3.33,49.82
02550,Neuville-sur-Ailette,23,3.70,49.47
02551,Neuville-sur-Margival,35,3.40,49.45
02552,Neuvillette,29,3.47,49.86
02553,Nizy-le-Comte,8,4.03,49.57
02554,Nogentel,146,3.40,49.01
02555,Nogent-l'Artaud,90,3.33,48.94
02556,Noircourt,16,4.09,49.67
02557,Noroy-sur-Ourcq,28,3.21,49.20
02558,Le Nouvion-en-Thiérache,58,3.81,50.01
02559,Nouvion-et-Catillon,32,3.49,49.71
02560,Nouvion-le-Comte,35,3.46,49.71
02561,Nouvion-le-Vineux,44,3.61,49.51
02562,Nouvron-Vingré,25,3.19,49.43
02563,Noyales,24,3.54,49.91
02564,Noyant-et-Aconin,108,3.33,49.33
02565,OEuilly,98,3.68,49.39
02566,Ognes,193,3.19,49.61
02567,Ohis,48,4.01,49.92
02568,Oigny-en-Valois,12,3.13,49.21
02569,Oisy,41,3.65,50.02
02570,Ollezy,32,3.15,49.73
02571,Omissy,106,3.30,49.88
02572,Orainville,58,4.02,49.38
02573,Orgeval,29,3.70,49.50
02574,Origny-en-Thiérache,96,4.01,49.89
02575,Origny-Sainte-Benoite,73,3.53,49.83
02576,Osly-Courtil,58,3.24,49.40
02577,Ostel,9,3.57,49.43
02578,Oulches-la-Vallée-Foulon,19,3.74,49.43
02579,Oulchy-la-Ville,17,3.34,49.21
02580,Oulchy-le-Château,55,3.38,49.21
02581,Paars,58,3.60,49.33
02582,Paissy,10,3.70,49.43
02583,Pancy-Courtecon,8,3.65,49.46
02584,Papleux,56,3.88,50.02
02585,Parcy-et-Tigny,24,3.33,49.27
02586,Parfondeval,13,4.16,49.74
02587,Parfondru,39,3.70,49.54
02588,Pargnan,28,3.70,49.39
02589,Pargny-Filain,49,3.54,49.46
02590,Pargny-la-Dhuys,14,3.56,48.95
02591,Pargny-les-Bois,19,3.62,49.73
02592,Parpeville,15,3.56,49.79
02593,Pasly,338,3.30,49.40
02594,Passy-en-Valois,48,3.18,49.16
02595,Passy-sur-Marne,42,3.57,49.07
02596,Pavant,148,3.29,48.95
02597,Perles,22,3.65,49.33
02598,Pernant,72,3.23,49.38
02599,Pierremande,35,3.26,49.57
02600,Pierrepont,38,3.79,49.65
02601,Pignicourt,26,4.03,49.41
02602,Pinon,191,3.46,49.49
02604,Pithon,29,3.10,49.76
02605,Pleine-Selve,29,3.53,49.80
02606,Le Plessier-Huleu,14,3.35,49.24
02607,Ploisy,29,3.28,49.33
02608,Plomion,28,4.02,49.82
02609,Ployart-et-Vaurseine,4,3.74,49.49
02610,Pommiers,92,3.28,49.39
02612,Pont-Arcy,41,3.62,49.39
02613,Pontavert,44,3.82,49.42
02614,Pontru,18,3.20,49.92
02615,Pontruet,49,3.23,49.92
02616,Pont-Saint-Mard,28,3.28,49.49
02617,Pouilly-sur-Serre,51,3.59,49.68
02618,Prémont,62,3.40,50.01
02619,Prémontré,93,3.42,49.55
02620,Presles-et-Boves,38,3.54,49.39
02621,Presles-et-Thierny,48,3.63,49.51
02622,Priez,11,3.26,49.13
02623,Prisces,17,3.86,49.77
02624,Proisy,62,3.75,49.89
02625,Proix,43,3.58,49.90
02626,Prouvais,20,3.97,49.48
02627,Proviseux-et-Plesnoy,10,4.02,49.48
02628,Puiseux-en-Retz,22,3.13,49.29
02629,Puisieux-et-Clanlieu,17,3.66,49.85
02631,Quierzy,54,3.15,49.56
02632,Quincy-Basse,16,3.38,49.51
02633,Quincy-sous-le-Mont,13,3.56,49.31
02634,Raillimont,17,4.16,49.70
02635,Ramicourt,44,3.33,49.96
02636,Regny,17,3.42,49.83
02637,Remaucourt,49,3.35,49.90
02638,Remies,27,3.52,49.68
02639,Remigny,39,3.29,49.71
02640,Renansart,20,3.45,49.73
02641,Renneval,20,4.04,49.74
02642,Résigny,23,4.21,49.74
02643,Ressons-le-Long,73,3.14,49.39
02644,Retheuil,26,3.00,49.32
02645,Reuilly-Sauvigny,34,3.56,49.05
02646,Révillon,32,3.70,49.37
02647,Ribeauville,21,3.59,50.04
02648,Ribemont,73,3.47,49.79
02649,Rocourt-Saint-Martin,50,3.39,49.15
02650,Rocquigny,35,3.97,50.02
02651,Rogécourt,18,3.42,49.65
02652,Rogny,19,3.82,49.77
02653,Romeny-sur-Marne,115,3.33,48.98
02654,Romery,22,3.73,49.89
02655,Ronchères,22,3.60,49.14
02656,Roucy,56,3.82,49.37
02657,Rougeries,55,3.79,49.81
02658,Roupy,39,3.18,49.81
02659,Rouvroy,97,3.33,49.86
02660,Rouvroy-sur-Serre,11,4.18,49.72
02661,Royaucourt-et-Chailvet,69,3.54,49.51
02662,Rozet-Saint-Albin,35,3.30,49.20
02663,Rozières-sur-Crise,31,3.37,49.32
02664,Rozoy-Bellevalle,16,3.45,48.92
02665,Grand-Rozoy,25,3.38,49.24
02666,Rozoy-sur-Serre,62,4.13,49.71
02667,Saconin-et-Breuil,26,3.25,49.35
02668,Sains-Richaumont,83,3.71,49.83
02669,Saint-Agnan,13,3.59,49.03
02670,Saint-Algis,23,3.83,49.89
02671,Saint-Aubin,39,3.19,49.51
02672,Saint-Bandry,49,3.15,49.36
02673,Saint-Christophe-à-Berry,55,3.13,49.43
02674,Saint-Clément,11,4.07,49.77
02675,Sainte-Croix,40,3.78,49.48
02676,Saint-Erme-Outre-et-Ramecourt,93,3.86,49.52
02677,Saint-Eugène,37,3.52,49.02
02678,Sainte-Geneviève,17,4.07,49.72
02679,Saint-Gengoulph,20,3.21,49.12
02680,Saint-Gobain,77,3.39,49.60
02681,Saint-Gobert,38,3.83,49.80
02682,Saint-Mard,23,3.59,49.38
02683,Saint-Martin-Rivière,24,3.55,50.04
02684,Saint-Michel,84,4.15,49.93
02685,Saint-Nicolas-aux-Bois,17,3.44,49.60
02686,Saint-Paul-aux-Bois,35,3.20,49.55
02687,Saint-Pierre-Aigle,29,3.20,49.31
02688,Saint-Pierre-lès-Franqueville,10,3.81,49.82
02689,Saint-Pierremont,8,3.88,49.71
02690,Sainte-Preuve,9,3.91,49.62
02691,Saint-Quentin,2492,3.28,49.85
02693,Saint-Rémy-Blanzy,16,3.31,49.25
02694,Saint-Simon,95,3.18,49.75
02695,Saint-Thibaut,15,3.62,49.29
02696,Saint-Thomas,42,3.82,49.50
02697,Samoussy,14,3.74,49.59
02698,Sancy-les-Cheminots,24,3.48,49.44
02699,Saponay,26,3.48,49.21
02701,Saulchery,254,3.31,48.98
02702,Savy,80,3.20,49.83
02703,Seboncourt,93,3.48,49.96
02704,Selens,31,3.21,49.49
02705,La Selve,44,4.00,49.57
02706,Septmonts,121,3.36,49.34
02707,Septvaux,19,3.39,49.57
02708,Sequehart,35,3.34,49.93
02709,Serain,61,3.36,50.02
02710,Seraucourt-le-Grand,74,3.22,49.78
02711,Serches,35,3.45,49.33
02712,Sergy,12,3.57,49.18
02713,Seringes-et-Nesles,21,3.56,49.21
02714,Sermoise,62,3.45,49.37
02715,Serval,23,3.68,49.35
02716,Servais,55,3.34,49.62
02717,Séry-lès-Mézières,56,3.42,49.76
02718,Silly-la-Poterie,54,3.15,49.20
02719,Sinceny,159,3.27,49.59
02720,Sissonne,39,3.92,49.56
02721,Sissy,45,3.42,49.81
02722,Soissons,2298,3.32,49.38
02723,Soize,16,4.09,49.70
02724,Sommelans,14,3.29,49.14
02725,Sommeron,29,3.95,49.96
02726,Sommette-Eaucourt,25,3.12,49.73
02727,Sons-et-Ronchères,24,3.67,49.77
02728,Sorbais,21,3.88,49.91
02729,Soucy,18,3.12,49.32
02730,Soupir,28,3.60,49.41
02731,Le Sourd,22,3.75,49.86
02732,Surfontaine,16,3.48,49.75
02733,Suzy,31,3.46,49.56
02734,Taillefontaine,25,3.05,49.31
02735,Tannières,5,3.55,49.29
02736,Tartiers,21,3.23,49.44
02737,Tavaux-et-Pontséricourt,24,3.92,49.73
02738,Tergnier,786,3.30,49.66
02739,Terny-Sorny,44,3.37,49.45
02740,Thenailles,15,3.95,49.82
02741,Thenelles,79,3.46,49.83
02742,Thiernu,16,3.78,49.77
02743,Le Thuel,25,4.09,49.64
02744,Torcy-en-Valois,23,3.27,49.08
02745,Toulis-et-Attencourt,18,3.75,49.70
02746,Travecy,46,3.34,49.69
02747,Trefcon,22,3.09,49.86
02748,Trélou-sur-Marne,48,3.60,49.09
02749,Troësnes,91,3.18,49.20
02750,Trosly-Loire,40,3.23,49.52
02751,Trucy,52,3.61,49.47
02752,Tugny-et-Pont,49,3.16,49.77
02753,Tupigny,28,3.59,49.97
02754,Ugny-le-Gay,29,3.16,49.66
02755,Urcel,74,3.56,49.49
02756,Urvillers,45,3.32,49.79
02757,Vadencourt,49,3.57,49.92
02758,Vailly-sur-Aisne,206,3.52,49.41
02759,La Vallée-au-Blé,72,3.79,49.86
02760,La Vallée-Mulâtre,30,3.56,50.03
02761,Variscourt,38,3.98,49.41
02762,Vassens,18,3.16,49.48
02763,Vasseny,65,3.49,49.36
02764,Vassogne,24,3.73,49.42
02765,Vaucelles-et-Beffecourt,53,3.56,49.52
02766,Vaudesson,31,3.49,49.47
02767,Vauxrezis,51,3.28,49.42
02768,Vauxaillon,37,3.41,49.48
02769,Vaux-Andigny,61,3.52,50.01
02770,Vauxbuin,155,3.29,49.36
02771,Vauxcéré,16,3.63,49.34
02772,Vaux-en-Vermandois,34,3.14,49.82
02773,Vauxtin,22,3.60,49.35
02774,Vendelles,21,3.14,49.91
02775,Vendeuil,64,3.34,49.72
02776,Vendhuile,49,3.21,50.01
02777,Vendières,13,3.44,48.87
02778,Vendresse-Beaulne,13,3.66,49.43
02779,Vénérolles,25,3.63,49.99
02780,Venizel,362,3.39,49.37
02781,Verdilly,87,3.42,49.07
02782,Le Verguier,50,3.17,49.92
02783,Grand-Verly,39,3.58,49.94
02784,Petit-Verly,34,3.56,49.96
02785,Vermand,67,3.15,49.88
02786,Verneuil-sous-Coucy,28,3.32,49.55
02787,Verneuil-sur-Serre,33,3.68,49.64
02788,Versigny,37,3.44,49.66
02789,Vervins,247,3.92,49.84
02790,Vesles-et-Caumont,23,3.79,49.68
02791,Veslud,61,3.73,49.54
02792,Veuilly-la-Poterie,19,3.22,49.08
02793,Vézaponin,42,3.22,49.47
02794,Vézilly,18,3.68,49.19
02795,Vic-sur-Aisne,335,3.11,49.41
02796,Vichel-Nanteuil,14,3.30,49.18
02797,Viel-Arcy,27,3.63,49.38
02798,Viels-Maisons,50,3.40,48.91
02799,Vierzy,35,3.28,49.29
02800,Viffort,34,3.47,48.96
02801,Vigneux-Hocquet,20,4.00,49.74
02802,La Ville-aux-Bois-lès-Dizy,17,3.98,49.66
02803,La Ville-aux-Bois-lès-Pontavert,16,3.85,49.43
02804,Villemontoire,27,3.32,49.30
02805,Villeneuve-Saint-Germain,548,3.36,49.38
02806,Villeneuve-sur-Fère,26,3.48,49.17
02807,Villequier-Aumont,52,3.20,49.66
02808,Villeret,79,3.19,49.95
02809,Villers-Agron-Aiguizy,7,3.72,49.16
02810,Villers-Cotterêts,256,3.10,49.24
02811,Villers-en-Prayères,23,3.67,49.38
02812,Villers-Hélon,28,3.27,49.26
02813,Villers-le-Sec,28,3.50,49.77
02814,Villers-lès-Guise,20,3.68,49.93
02815,Villers-Saint-Christophe,52,3.09,49.78
02816,Villers-sur-Fère,48,3.53,49.17
02817,Ville-Savoye,23,3.64,49.29
02818,Villiers-Saint-Denis,138,3.26,49.00
02819,Vincy-Reuil-et-Magny,11,4.05,49.71
02820,Viry-Noureuil,101,3.25,49.64
02821,Vivaise,84,3.56,49.62
02822,Vivières,29,3.09,49.31
02823,Voharies,21,3.79,49.79
02824,Vorges,80,3.65,49.52
02826,Voulpaix,36,3.83,49.84
02827,Voyenne,20,3.74,49.72
02828,Vregny,20,3.42,49.41
02829,Vuillery,36,3.39,49.43
02830,Wassigny,143,3.60,50.02
02831,Watigny,18,4.20,49.92
02832,Wiège-Faty,30,3.71,49.88
02833,Wimy,37,4.00,49.95
02834,Wissignicourt,33,3.44,49.53
03-01,Bellerive-sur-Allier,40,,
03-02,Bourbon-l'Archambault,13,,
03-03,Commentry,18,,
03-04,Cusset,21,,
03-05,Dompierre-sur-Besbre,13,,
03-06,Gannat,22,,
03-07,Huriel,13,,
03-08,Lapalisse,16,,
03-11,Montluçon-3,17,,
03-12,Montluçon-4,36,,
03-13,Moulins-1,21,,
03-14,Moulins-2,14,,
03-15,Saint-Pourçain-sur-Sioule,36,,
03-16,Souvigny,19,,
03-19,Yzeure,17,,
03001,Abrest,267,3.45,46.10
03002,Agonges,15,3.15,46.62
03003,Ainay-le-Château,42,2.72,46.72
03004,Andelaroche,13,3.75,46.25
03005,Archignat,14,2.41,46.37
03006,Arfeuilles,11,3.74,46.14
03007,Arpheuilles-Saint-Priest,18,2.67,46.23
03008,Arronnes,14,3.58,46.05
03009,Aubigny,8,3.16,46.67
03010,Audes,16,2.56,46.46
03011,Aurouër,15,3.30,46.68
03012,Autry-Issards,18,3.12,46.54
03013,Avermes,245,3.32,46.60
03014,Avrilly,13,3.97,46.33
03015,Bagneux,13,3.20,46.65
03016,Barberier,16,3.25,46.22
03017,Barrais-Bussolles,8,3.70,46.28
03018,Bayet,30,3.28,46.26
03019,Beaulon,26,3.67,46.59
03020,Beaune-d'Allier,12,2.89,46.27
03021,Bègues,28,3.14,46.12
03022,Bellenaves,29,3.07,46.21
03023,Bellerive-sur-Allier,452,3.40,46.12
03024,Bert,11,3.70,46.33
